Name,RAB1950,DEB1950,pm,pmPA,RV,Sp,Vmag,B-V,plx,_RA,_DE
Wo 9127 ,03 41 23,+24 36.6, 0.050,165.0,      ,G3          , 11.09, 0.86,  46.5,03 44 22,+24 46.0
Gl 151  ,03 41 41,+18 17.7, 1.204,159.4,      ,DQ8         , 15.19, 0.31,  56.3,03 44 35,+18 26.2
GJ 1063 ,03 42 05,+11 45.7, 0.320, 67.8,  81.9,dK8         ,  9.15, 1.18,  48.0,03 44 51,+11 55.2
Gl 152  ,03 42 18,-38 26.5, 0.361, 35.9,  32.0,K0 V        ,  6.99, 0.88,  61.0,03 44 09,-38 16.9
NN 3248 ,03 42 52,+73 23.6, 0.515,126.1,      ,m           , 11.31, 1.54,  58.1,03 48 38,+73 32.6
Gl 160  ,04 02 22,+21 52.5, 0.222,129.0,  23.9,G5 V        ,  5.90, 0.62,  57.5,04 05 20,+22 00.5
Gl 153  ,03 43 04,+68 30.9, 0.291, 27.0,   4.3,K7          ,  9.33, 1.28,  51.8,03 48 01,+68 40.4
Gl 153  ,03 43 05,+68 31.2, 0.309, 21.0,   3.1,M2.5 J      , 11.30, 1.54,  51.8,03 48 02,+68 40.7
Gl 153  ,03 43 05,+68 31.2, 0.309, 21.0,      ,            , 11.60,     ,  51.8,03 48 02,+68 40.7
Gl 154  ,03 43 18,+26 03.8, 0.410,119.0,  36.3,K7          ,  9.61, 1.47,  68.9,03 46 20,+26 12.9
Gl 154.1,03 43 19,-28 01.2, 0.364, 63.6,  32.9,K5 V        ,  8.25, 1.00,  48.0,03 45 25,-27 51.7
Gl 154.1,03 43 19,-28 01.2, 0.364, 63.6,      ,M3 V        , 11.60,     ,  48.0,03 45 25,-27 51.7
Gl 154.2,03 43 34,-64 57.8, 0.325, 75.6,  50.8,K0 IV       ,  3.85, 1.13,  43.7,03 44 12,-64 48.4
GJ 1064 ,03 43 37,+41 17.4, 1.375,153.9,  49.6,K1 V        ,  8.15, 0.78,  48.9,03 47 02,+41 25.6
GJ 1064 ,03 43 37,+41 17.5, 1.400,154.6,  51.5,K2 V        ,  8.75, 0.90,  48.9,03 47 02,+41 25.7
Wo 9131 ,03 44 06,+23 50.5, 0.044,158.1,   4.3,F0 V        ,  8.38, 0.29,  48.6,03 47 04,+23 59.7
NN 3249 ,03 44 21,-11 27.0, 0.551, 78.8,      ,M2.5        , 12.70, 1.53,  41.0,03 46 45,-11 17.7
NN 3250 ,03 44 37,+08 33.1, 0.789,144.0,      ,k-m         , 14.51, 1.87,  79.7,03 47 21,+08 41.8
Gl 155  ,03 44 42,-23 23.8, 0.552,196.9,   6.9,F3 III      ,  4.22, 0.42,  56.1,03 46 51,-23 15.0
Wo 9132 ,03 45 08,+23 59.4, 0.041,166.5,   7.1,F6 V        ,  9.24, 0.54,  45.1,03 48 07,+24 08.5
Gl 155.1,03 45 23,+02 38.5, 0.539,225.2,      ,M1          , 11.04, 1.50,  48.0,03 47 58,+02 47.4
NN 3251 ,03 46 07,+63 18.5, 0.271,177.0,      ,M3          , 11.39, 1.42,  45.0,03 50 33,+63 27.3
Wo 9134 ,03 47 24,-64 59.4, 0.365, 74.4,  19.3,G5 V        ,  7.85, 0.66,  26.0,03 48 01,-64 50.2
Wo 9135 ,03 48 04,+23 45.2, 0.166,106.0,  38.0,dK6         , 10.23, 1.16,  27.0,03 51 03,+23 54.2
GJ 1065 ,03 48 18,-06 13.6, 1.428,196.8,      ,dM4         , 12.79, 1.70, 104.9,03 50 44,-06 05.7
NN 3252 ,03 48 27,-01 01.3, 0.525,175.6,      ,m           , 18.02,     ,  68.2,03 51 00,-00 52.7
NN 3253 ,03 49 49,+16 52.7, 0.766,147.5,      ,M4.5        , 13.70,     , 104.0,03 52 41,+17 01.1
NN 3254 ,03 50 33,+28 00.1, 0.105, 93.3,  20.3,G8 V        ,  7.84, 0.84,  41.0,03 53 37,+28 08.9
Gl 155.2,03 50 44,+61 01.4, 0.506,118.2,  47.9,K0 V        ,  7.86, 0.83,  45.4,03 55 04,+61 10.0
Gl 155.3,03 51 31,-37 11.9, 1.144,199.4, -67.0,M2.5        , 12.14, 1.45,  51.7,03 53 20,-37 04.0
NN 3255 ,03 51 37,+16 28.3, 0.274,128.4,  22.2,G5          ,  6.81,     ,  47.0,03 54 28,+16 36.9
NN 3256 ,03 52 01,-09 18.3,      ,     ,      ,M3          , 11.22, 1.53,  67.0,03 54 26,-09 09.5
NN 3257 ,03 52 03,+59 29.7, 0.310,303.9,      ,G0          ,  6.54,     ,  47.0,03 56 12,+59 38.6
Gl 156  ,03 52 09,-06 58.8, 0.531,357.6,  64.5,M0 V        ,  9.02, 1.36,  69.8,03 54 36,-06 49.6
Gl 156.1,03 52 55,+53 25.3, 0.458,139.6,  -5.0,dM1.5e      , 10.86, 1.43,  53.6,03 56 48,+53 33.7
NN 3258 ,03 54 22,-25 19.3, 0.295,159.7,      ,G8 V        ,  6.88,     ,  55.0,03 56 29,-25 10.9
Gl 156.2,03 54 49,+76 01.6, 0.637,147.3,  20.0,K4 V        ,  8.26, 1.15,  49.2,04 01 20,+76 09.6
GJ 1066 ,03 54 53,-41 29.3, 0.105, 28.0,      ,K4 V        ,  8.94, 1.21,  53.0,03 56 36,-41 20.6
Gl 157  ,03 54 57,-01 18.0, 0.245,233.2,   5.7,K4 V        ,  8.04, 1.11,  68.0,03 57 29,-01 09.5
Gl 157  ,03 54 57,-01 18.0, 0.245,233.2,  14.0,dM3  e      , 11.61, 1.47,  68.0,03 57 29,-01 09.5
Gl 157.1,03 56 49,+25 57.2, 0.778,107.5,  94.0,dM4         , 12.62, 1.49,  43.8,03 59 54,+26 05.5
Wo 9141 ,03 57 20,+51 15.4, 0.852,156.7,      ,M3.5        , 13.65,     ,  38.9,04 01 08,+51 23.1
NN 3259 ,03 57 46,+08 06.0, 0.519,222.1,      ,DC9         , 15.87, 0.69,  56.7,04 00 27,+08 14.1
NN 3260 ,03 58 31,-23 13.2,      ,     ,      ,M0          , 11.47, 1.48,  43.0,04 00 40,-23 04.8
Gl 158  ,03 59 53,+35 09.3, 2.201,127.7, -25.6,K1 V        ,  8.51, 0.87,  54.8,04 03 15,+35 16.4
Gl 159  ,04 00 03,-00 24.2, 0.288,150.3,  17.7,F6 V        ,  5.37, 0.50,  55.2,04 02 37,-00 16.1
Wo 9142 ,04 01 57,+00 06.9, 0.408,209.0, -38.0,G8          ,  8.33, 0.77,  40.9,04 04 30,+00 14.7
NN 3261 ,04 02 59,+05 36.6, 0.152,146.0,      ,dM5  e      , 12.89,     ,  63.0,04 05 39,+05 44.6
NN 3262 ,04 03 26,+82 47.4, 0.273,160.0,   7.0,dM0         , 10.82, 1.44,  42.0,04 13 53,+82 55.0
Wo 9143 ,04 03 34,-27 47.2, 0.222, 64.1,  63.3,F1 IV       ,  5.58, 0.32,  43.1,04 05 38,-27 39.1
Gl 161  ,04 04 23,+69 24.8, 0.308,165.1, -10.8,dK2         ,  7.70, 0.91,  52.0,04 09 35,+69 32.5
Gl 160.2,04 04 23,-20 58.5, 0.770,177.2,  28.0,dM0         ,  9.68, 1.22,  49.3,04 06 34,-20 51.1
NN 3263 ,04 05 13,-24 36.6, 0.658,162.8,      ,M3.5        , 12.40,     ,  81.0,04 07 21,-24 29.2
Gl 161.1,04 05 16,+37 54.6, 0.261,139.9,  26.2,F7 V        ,  5.52, 0.46,  43.0,04 08 36,+38 02.3
Gl 161.2,04 05 21,-40 53.4, 0.339,344.0,      ,k           , 10.98, 1.13,  19.0,04 07 04,-40 45.2
Gl 162  ,04 05 23,+33 30.2, 0.575, 77.0,  36.8,M1          , 10.18, 1.51,  72.7,04 08 38,+33 38.2
Gl 162.1,04 06 49,-64 21.5, 0.389, 32.5,  27.5,G3 V        ,  6.38, 0.64,  49.0,04 07 22,-64 13.3
NN 3264 ,04 07 15,-08 01.5, 0.114, 18.1,  -9.4,G2 IV-V     ,  7.04,     ,  42.0,04 09 41,-07 53.6
GJ 1067 ,04 07 26,+70 04.4, 0.100,289.0,      ,dM0         ,  9.69, 1.23,  41.0,04 12 43,+70 12.1
NN 3265 ,04 07 30,+49 24.5, 0.483,166.4,      ,M3.5        , 13.45,     ,  43.0,04 11 14,+49 31.9
NN 3266 ,04 07 34,+64 36.6, 0.647,130.0,      ,m           , 13.71, 1.69,  84.5,04 12 17,+64 44.0
Gl 163  ,04 07 56,-53 30.7, 1.211, 60.4,  66.0,M3.5        , 11.81, 1.50,  64.9,04 09 16,-53 22.4
NN 3267 ,04 08 37,+76 09.9, 0.239,166.4,  10.4,G5          ,  8.19, 0.84,  36.0,04 15 14,+76 17.3
Gl 164  ,04 09 09,+52 29.7, 0.910,203.7,      ,M3.5        , 13.50, 1.67,  75.3,04 12 58,+52 36.6
GJ 1068 ,04 09 17,-53 42.0, 2.521,198.1,  27.0,pec         , 13.58, 1.93,  80.0,04 10 26,-53 36.3
Gl 165  ,04 09 27,+50 24.2, 0.457,242.8,      ,M3.5        , 13.67, 1.75,  61.9,04 13 11,+50 31.7
Gl 165.1,04 11 20,+58 24.0, 0.287,139.4,  21.9,K3          ,  8.67, 1.00,  50.9,04 15 32,+58 31.3
NN 3268 ,04 11 26,-54 00.1, 0.838, 39.2,      ,m           , 13.87, 1.56,  40.0,04 12 41,-53 52.0
Gl 165.2,04 11 53,+02 53.6, 0.280, 19.7,  53.3,K3 V        ,  8.79, 0.97,  37.0,04 14 30,+03 01.3
GJ 1069 ,04 12 40,-04 32.5, 0.133,136.8,      ,K5 V        ,  9.39, 1.22,  46.0,04 15 09,-04 25.1
NN 3269 ,04 12 43,+15 34.9, 0.128,103.5,      ,M2          , 11.01, 1.24,  23.0,04 15 34,+15 42.3
Gl 166  ,04 12 58,-07 43.8, 4.083,213.1, -42.7,K1 Ve       ,  4.43, 0.82, 207.1,04 15 16,-07 39.2
Gl 166  ,04 13 04,-07 44.1, 4.073,212.4, -21.0,DA4         ,  9.52, 0.03, 207.1,04 15 22,-07 39.5
Gl 166  ,04 13 04,-07 44.1, 4.073,212.4, -45.9,dM4.5e      , 11.17, 1.67, 207.1,04 15 22,-07 39.5
GJ 2033 ,04 14 22,-12 41.0, 0.256,340.0,      ,k-m         , 10.87, 1.55, 106.0,04 16 42,-12 33.4
NN 3270 ,04 14 35,+08 42.3, 0.379,159.0,      ,dM4  e      , 13.82,     ,  95.0,04 17 18,+08 49.3
Gl 167  ,04 14 39,-53 26.3, 0.881, 63.1, -23.2,K5 V        ,  7.64, 1.13,  75.6,04 15 56,-53 18.6
Gl 167.1,04 14 43,-51 36.7, 0.212, 28.2,  25.2,F4 III      ,  4.25, 0.30,  44.4,04 16 02,-51 29.2
Gl 167.2,04 15 03,-26 10.6, 0.700, 58.6,  55.0,M0          , 11.80, 1.38,  51.7,04 17 10,-26 03.0
NN 3271 ,04 15 31,+75 01.8, 0.778,132.8,      ,M3          , 12.16, 1.51,  54.0,04 21 59,+75 08.5
Gl 167.3,04 15 37,-59 25.3, 0.170,197.5,  29.3,K2 IV       ,  4.44, 1.07,  67.0,04 16 29,-59 18.1
NN 3272 ,04 16 37,-49 10.5, 0.506,  5.3,      ,M4          , 13.20,     ,  46.0,04 18 01,-49 02.8
NN 3273 ,04 18 46,+51 49.6, 0.175,119.1,      ,G5          ,  7.73,     ,  46.0,04 22 38,+51 56.5
NN 3274 ,04 18 52,+21 12.9, 0.254,151.0,      ,k-m         , 13.03, 1.56,  42.0,04 21 50,+21 19.7
GJ 1070 ,04 19 08,+38 54.2, 0.712,136.2,      ,k-m         , 15.27, 1.71,  53.7,04 22 33,+39 00.8
NN 3275 ,04 19 13,+19 08.5, 0.119,260.0,      ,dM4.5e      , 12.90, 1.70, 104.0,04 22 07,+19 15.5
Gl 168.1,04 19 15,+19 21.9, 0.003, 18.4,      ,            , 15.04, 1.00,  70.1,04 22 10,+19 28.9
Gl 168.2,04 19 18,+19 22.3, 0.280,148.0,      ,m           , 15.77, 1.00,  59.1,04 22 14,+19 29.1
NN 3276 ,04 19 24,+15 23.9, 0.070,115.0,      ,m           , 17.00,     ,  42.0,04 22 15,+15 30.9
GJ 2034 ,04 19 36,-48 46.1, 0.556,175.6,      ,DA8         , 14.36, 0.52, 123.0,04 21 01,-48 39.5
NN 3277 ,04 20 15,+09 17.2, 0.079,314.4,      ,G5          ,  8.04,     ,  40.0,04 22 59,+09 24.2
NN 3278 ,04 21 07,+16 36.2, 0.120,100.0,      ,dM0         , 12.55, 1.49,  25.0,04 23 59,+16 43.1
NN 3279 ,04 21 16,-57 33.2, 0.534,208.5,      ,m           , 11.80,     ,  65.0,04 22 13,-57 26.6
NN 3280 ,04 21 36,+32 20.2, 0.274,121.0,      ,k-m         , 12.44, 1.51,  39.0,04 24 49,+32 26.9
NN 3281 ,04 22 08,+16 52.3, 0.104,105.9,  43.0,M2          , 10.31, 1.04,  19.0,04 25 01,+16 59.1
NN 3282 ,04 22 32,+07 56.1, 0.145, 86.0,      ,m           , 12.63,     ,  42.0,04 25 15,+08 02.9
NN 3283 ,04 22 34,+07 57.2, 0.145, 86.0,      ,m           , 14.97,     ,  42.0,04 25 17,+08 04.0
NN 3284 ,04 22 58,+15 24.3, 0.130,103.0,      ,dM0         , 12.13, 1.40,  52.0,04 25 49,+15 31.0
NN 3285 ,04 23 07,+12 05.2, 0.261,210.0,      ,DC8         , 15.50,     ,  81.0,04 25 53,+12 11.8
Wo 9155 ,04 23 13,-57 11.0, 0.234,237.5,  -5.2,G4 V        ,  6.88, 0.66,  40.0,04 24 11,-57 04.3
Wo 9155 ,04 23 13,-57 11.1, 0.029, 93.9,  -3.7,G6 V        ,  7.30,     ,  40.0,04 24 13,-57 04.3
NN 3286 ,04 23 19,-40 09.3, 0.674,182.8,      ,M3.5        , 14.10,     ,  60.0,04 25 01,-40 03.1
NN 3287 ,04 23 23,+59 28.8, 0.234,151.0,      ,m           , 14.45,     ,  45.0,04 27 42,+59 35.3
NN 3288 ,04 23 40,+04 26.3, 0.856,132.3,      ,DC9         , 17.11, 1.10,  43.0,04 26 21,+04 32.5
NN 3289 ,04 23 43,+03 30.7, 1.033,186.4,      ,m           , 18.32,     ,  58.7,04 26 20,+03 36.6
NN 3290 ,04 24 24,+17 07.6, 0.110,105.0,      ,dM1         , 13.06, 1.49,  25.0,04 27 17,+17 14.2
Wo 9156 ,04 24 42,-64 11.8, 0.333,350.0,  52.7,G5 V        ,  7.91, 0.65,  26.0,04 25 09,-64 04.8
NN 3291 ,04 25 06,+11 40.7, 0.575,147.3,      ,k           , 13.85,     ,  43.0,04 27 54,+11 46.9
Gl 169  ,04 26 02,+21 48.7, 0.185,337.4, -31.4,K7 V        ,  8.27, 1.35,  85.4,04 29 00,+21 55.4
NN 3292 ,04 26 28,+14 07.2, 0.292, 54.0,      ,m           , 13.50,     ,  79.0,04 29 18,+14 13.9
NN 3293 ,04 26 31,-25 16.4, 0.521,187.3,      ,M2.5        , 12.00,     ,  55.0,04 28 36,-25 10.3
Gl 169.1,04 26 47,+58 53.9, 2.383,144.8,  17.0,dM4         , 11.08, 1.65, 181.9,04 31 12,+58 58.7
Gl 169.1,04 26 47,+58 53.9, 2.383,144.8,      ,DC5         , 12.44, 0.31, 181.9,04 31 12,+58 58.7
Gl 170  ,04 26 59,+39 44.9, 0.588,154.3,      ,M4.5        , 13.91, 1.73,  95.9,04 30 25,+39 50.9
NN 3294 ,04 27 31,+17 23.3, 0.070,113.0,      ,k-m         , 14.57, 1.75,  63.0,04 30 24,+17 29.7
Gl 170.1,04 27 42,+16 05.2, 0.100,110.5,  41.0,A6 IV       ,  4.78, 0.17,  52.3,04 30 34,+16 11.6
NN 3295 ,04 29 11,+64 31.7, 0.088,299.3,      ,G0          ,  7.74,     ,  40.0,04 33 54,+64 38.0
NN 3296 ,04 30 36,+20 38.7, 0.546,126.6,      ,m           , 14.60,     ,  64.0,04 33 35,+20 44.7
NN 3297 ,04 30 59,+34 43.5, 0.336,148.0,      ,g-k         , 13.13, 1.57,  43.0,04 34 17,+34 49.5
Wo 9158 ,04 31 11,+05 17.1, 0.281,196.7,      ,K1          ,  7.93, 0.79,  37.0,04 33 50,+05 23.1
NN 3298 ,04 31 22,-37 03.0, 0.052,333.7,      ,K3/5 V      ,  8.79, 0.99,  41.0,04 33 09,-36 56.7
NN 3299 ,04 31 29,+39 02.4, 0.137,217.8,      ,K5          ,  9.30,     ,  40.0,04 34 53,+39 08.5
Gl 171  ,04 31 59,+55 18.9, 0.621,116.2,  50.0,K2 V        ,  8.34, 0.90,  39.0,04 36 06,+55 24.8
GJ 1071 ,04 32 26,-43 37.6, 0.096,143.2,      ,K5 V        ,  8.86, 1.11,  46.0,04 34 01,-43 31.5
NN 3300 ,04 32 50,-35 45.4, 0.248,201.6,      ,G8 V        ,  7.58, 0.81,  43.0,04 34 39,-35 39.5
NN 3301 ,04 33 03,+16 24.6, 0.094,112.1,  54.0,K           , 11.20,     ,  43.1,04 35 55,+16 30.7
Gl 171.1,04 33 03,+16 24.6, 0.200,161.1,  54.5,K5 III      ,  0.85, 1.54,  49.4,04 35 55,+16 30.5
Gl 171.1,04 33 03,+16 24.6, 0.200,161.1,      ,dM2         , 13.50,     ,  49.4,04 35 55,+16 30.5
Gl 171.2,04 33 42,+27 02.0, 0.288,122.3,  35.2,dK5 ep      ,  8.42, 1.12,  61.1,04 36 49,+27 07.9
Gl 171.2,04 33 39,+27 03.9, 0.278,118.0,      ,DC8         , 15.80, 0.65,  61.1,04 36 46,+27 09.8
Gl 172  ,04 33 43,+52 48.0, 0.556,145.2,  32.9,K8 Ve       ,  8.61, 1.40,  98.5,04 37 41,+52 53.6
NN 3302 ,04 33 52,+11 07.0, 0.632, 58.6,      ,k-m         , 14.30, 1.62,  40.4,04 36 40,+11 13.3
NN 3303 ,04 34 55,-29 09.6, 0.517, 71.0,      ,M3.5        , 13.70,     ,  41.0,04 36 56,-29 03.5
NN 3304 ,04 35 04,+28 07.1, 0.366, 98.0,      ,m           , 12.53, 1.65, 100.0,04 38 13,+28 13.0
NN 3305 ,04 35 06,-02 35.5,      ,     ,      ,M1          , 10.59, 1.45,  68.0,04 37 37,-02 29.5
Gl 173  ,04 35 21,-11 08.1, 0.318,227.0,  -7.0,dM1         , 10.36, 1.50,  94.0,04 37 42,-11 02.3
NN 3306 ,04 35 24,-08 53.9, 1.520,171.2,      ,DQ7         , 13.77, 0.33, 105.1,04 37 49,-08 49.2
Wo 9160 ,04 35 53,-14 24.0, 0.176,207.5,  41.8,K2 IIIb     ,  3.91, 1.10,  41.0,04 38 10,-14 18.2
Wo 9160 ,04 35 53,-14 24.0, 0.176,207.5,      ,            ,  7.30,     ,  41.0,04 38 10,-14 18.2
Gl 173.1,04 36 58,+09 46.8, 0.364,182.8, -21.3,K3 V        ,  9.20, 1.02,  49.4,04 39 43,+09 52.3
Gl 173.1,04 36 59,+09 46.1, 0.358,179.0,      ,k-m         , 14.19, 1.57,  49.4,04 39 44,+09 51.6
NN 3307 ,04 38 06,+02 08.2,      ,     ,      ,M0          , 11.24, 1.47,  55.0,04 40 42,+02 14.0
Wo 9163 ,04 38 06,-09 17.3, 0.158,226.0,      ,dM0         , 10.97, 1.48,  51.0,04 40 29,-09 11.6
Gl 174  ,04 38 22,+20 48.6, 0.353,223.5,   7.0,K3 V        ,  8.00, 1.10,  71.2,04 41 19,+20 54.1
Gl 174.1,04 38 57,-41 57.5, 0.166,242.7,   0.8,F2 V        ,  4.44, 0.34,  44.8,04 40 34,-41 51.8
Gl 174.1,04 38 57,-41 57.5, 0.166,242.7,      ,            , 12.50,     ,  44.8,04 40 34,-41 51.8
Gl 175  ,04 39 29,-59 02.5, 0.166, 11.8,  10.1,G5 V J      ,  7.19, 0.68,  39.0,04 40 19,-58 56.6
Gl 175  ,04 39 29,-59 02.5, 0.166, 11.8,      ,            ,  7.40,     ,  39.0,04 40 19,-58 56.6
Gl 176  ,04 39 58,+18 52.8, 1.286,146.7,  26.0,dM2.5e      ,  9.98, 1.52, 107.4,04 42 56,+18 57.5
Gl 176.1,04 40 17,-37 14.5, 0.199, 11.7,  26.8,F1 V        ,  5.05, 0.38,  56.9,04 42 03,-37 08.7
Gl 176.2,04 40 29,+27 35.9, 0.271,167.6,  17.1,K3          ,  8.00, 0.90,  44.9,04 43 36,+27 41.3
NN 3308 ,04 40 31,+18 54.7, 0.030, 29.0,      ,            , 13.40,     ,  40.3,04 43 26,+19 00.3
NN 3309 ,04 41 19,+27 46.5, 0.420,166.0,      ,M2.5        , 11.26, 1.53,  77.0,04 44 26,+27 51.7
NN 3310 ,04 41 28,+29 43.9, 0.271,214.0,      ,k-m         , 13.45, 1.60,  45.0,04 44 37,+29 49.2
NN 3311 ,04 42 28,+48 40.0, 1.204,122.5,      ,m           , 17.29,     ,  51.8,04 46 19,+48 44.9
NN 3312 ,04 42 56,+42 15.5, 0.065,  0.0,  28.8,G0          ,  6.52,     ,  52.0,04 46 27,+42 20.9
Gl 176.3,04 44 23,-50 09.6, 0.552,232.5,  17.0,K0 V        ,  7.59, 0.89,  49.9,04 45 39,-50 04.5
NN 3313 ,04 44 36,+02 04.3, 0.260,268.0,      ,k           , 11.34, 1.48,  53.0,04 47 11,+02 09.6
Gl 177  ,04 45 21,-17 01.5, 0.213, 36.8,  21.7,G1 V        ,  5.49, 0.63,  78.9,04 47 36,-16 56.1
NN 3314 ,04 45 39,-11 01.2, 0.110,142.1,      ,K7 V        ,  9.53, 1.14,  41.0,04 48 01,-10 56.0
NN 3315 ,04 46 35,+45 53.9, 0.319,139.0,      ,k-m         , 11.79, 1.47,  41.0,04 50 15,+45 58.8
Gl 178  ,04 47 07,+06 52.5, 0.464, 88.1,  24.4,F6 V        ,  3.19, 0.45, 133.1,04 49 50,+06 57.6
NN 3316 ,04 47 44,+26 02.4, 0.617,111.9,      ,m           , 12.84, 1.54,  39.0,04 50 51,+26 07.3
GJ 1072 ,04 47 49,+22 02.7, 0.744,123.6,      ,m           , 15.21, 1.95,  71.4,04 50 51,+22 07.4
Wo 9168 ,04 48 03,+45 45.5, 0.674,144.8,  25.9,G1 IV-V     ,  6.97, 0.58,  40.9,04 51 44,+45 50.1
NN 3317 ,04 48 04,-35 11.5, 0.114,194.4,      ,K2 V        ,  7.45, 0.90,  60.0,04 49 53,-35 06.5
GJ 1073 ,04 49 02,+40 38.3, 1.633,133.2,      ,k           , 13.43, 1.61,  77.4,04 52 36,+40 42.3
Gl 179  ,04 49 24,+06 23.8, 0.340,152.0,  -7.8,dM4  e      , 11.98, 1.56,  76.7,04 52 05,+06 28.5
GJ 2035 ,04 50 04,+22 09.3, 0.195,131.7,      ,K5 V        ,  8.77, 1.01,  43.0,04 53 04,+22 14.1
Gl 180  ,04 51 35,-17 50.7, 0.765,143.8, -15.0,M3 :        , 10.90, 1.54,  83.8,04 53 50,-17 46.4
NN 3318 ,04 51 46,-20 37.4, 0.244,349.0,      ,M0 V        , 10.12, 1.25,  40.0,04 53 56,-20 32.4
NN 3319 ,04 52 15,-35 29.2, 0.197, 36.9,      ,K0 V        ,  7.60, 0.77,  43.0,04 54 04,-35 24.3
GJ 2036 ,04 52 30,-55 56.0, 0.130, 59.0,      ,M2 Ve       , 11.13, 1.57,  95.0,04 53 30,-55 51.1
GJ 2036 ,04 52 30,-55 56.0, 0.130, 59.0,      ,            , 12.15, 1.60,  95.0,04 53 30,-55 51.1
Wo 9169 ,04 53 17,+04 35.5, 0.233,145.6,      ,F8          ,  7.02, 0.55,  29.0,04 55 56,+04 40.0
Wo 9169 ,04 53 15,+04 35.7, 0.230,148.0,      ,k           , 14.60,     ,  29.0,04 55 54,+04 40.2
GJ 2037 ,04 53 42,-28 38.3, 0.285,137.9,  12.1,K3/4 V      ,  8.13, 1.07,  57.0,04 55 42,-28 33.8
GJ 1074 ,04 54 50,+50 52.4, 0.590,123.2,      ,M1          , 10.98, 1.48,  54.8,04 58 45,+50 56.7
Gl 181  ,04 55 00,+49 46.5, 0.155,136.7, -33.9,dM2  e      ,  9.78, 1.44,  57.7,04 58 50,+49 50.9
Gl 181.1,04 55 14,-61 13.9, 1.102,123.0,  42.0,m           , 12.06, 1.48,  27.0,04 55 57,-61 09.8
Gl 182  ,04 56 59,+01 42.6, 0.160,195.0,  18.2,dM0.5       , 10.09, 1.39,  61.0,04 59 35,+01 46.9
NN 3320 ,04 58 11,+24 48.4, 0.457,150.0,      ,M2.5        , 11.51, 1.48,  63.0,05 01 15,+24 52.4
Gl 183  ,04 58 20,-05 48.6, 1.233,153.5,  22.2,K3 V        ,  6.22, 1.06, 110.7,05 00 49,-05 45.2
NN 3321 ,04 59 12,+03 41.7,      ,     ,      ,M1          , 11.28, 1.52,  51.0,05 01 50,+03 46.0
NN 3322 ,04 59 14,+09 54.8, 0.120,157.0,      ,dM3         , 11.47, 1.52, 142.0,05 01 59,+09 59.0
Gl 184  ,04 59 17,+53 04.8, 1.989,139.4,  66.0,dM0         ,  9.93, 1.41,  67.5,05 03 24,+53 07.8
NN 3323 ,04 59 33,-07 00.6, 0.773,224.5,      ,m           , 12.10,     , 163.0,05 01 57,-06 56.8
Gl 185  ,05 00 20,-21 19.4, 0.308,211.1, -17.2,M0 V    J   ,  8.46, 1.41, 129.6,05 02 28,-21 15.4
Gl 185  ,05 00 20,-21 19.4, 0.308,211.1,      ,            , 10.50,     , 129.6,05 02 28,-21 15.4
NN 3324 ,05 00 48,+24 54.3, 0.174,135.1,  51.1,G8 V        ,  7.44, 0.80,  46.0,05 03 52,+24 58.4
NN 3325 ,05 01 07,-17 26.2, 0.501,202.8,      ,M3          , 11.69, 1.63,  85.0,05 03 20,-17 22.4
Gl 186  ,05 01 15,-23 19.3, 0.327, 64.3, 110.1,K5 V        ,  9.28, 1.28,  50.2,05 03 22,-23 15.0
Gl 186.1,05 01 20,-56 09.7, 0.722,356.8,   2.9,G5 V        ,  7.02, 0.63,  38.0,05 02 17,-56 04.9
Gl 186.1,05 01 28,-56 10.5, 0.620,354.0,      ,m           , 10.60, 1.36,  38.0,05 02 25,-56 05.8
NN 3326 ,05 01 29,+10 59.1, 0.212,341.0,      ,m           , 13.75,     ,  73.0,05 04 15,+11 03.4
Gl 187  ,05 01 30,-49 13.3, 0.047,301.9,  21.4,F2 V        ,  5.37, 0.43,  39.0,05 02 49,-49 09.1
Gl 187.1,05 02 30,-42 25.8, 0.227,128.0,  59.8,K0          , 10.04, 0.74,  52.1,05 04 05,-42 21.8
Gl 187.2,05 02 45,+51 32.0, 0.178,187.5,   0.6,F0 V        ,  5.00, 0.33,  47.1,05 06 40,+51 35.8
NN 3327 ,05 02 53,-12 04.3, 0.187,254.0,   2.1,M4  e       , 12.97,     ,  54.0,05 05 12,-12 00.3
NN 3328 ,05 03 24,+04 16.2, 0.375, 76.0,      ,g           , 11.54, 1.51,  59.0,05 06 04,+04 20.3
NN 3329 ,05 03 39,-17 27.3, 0.687, 15.6,      ,DC9?        , 15.97, 0.74,  46.2,05 05 53,-17 22.8
NN 3330 ,05 03 51,+14 23.0, 0.379,131.0,  32.5,K0 V        ,  7.75, 0.80,  41.0,05 06 42,+14 26.7
Gl 188  ,05 04 30,+18 34.8, 0.535, 87.0,  20.6,G4 V        ,  5.60, 0.65,  58.8,05 07 28,+18 38.7
Gl 188  ,05 04 30,+18 34.8, 0.535, 87.0,      ,G4 V        ,  5.70,     ,  58.8,05 07 28,+18 38.7
Gl 189  ,05 04 39,-57 32.4, 0.121,344.0,  -2.4,F7 V        ,  4.71, 0.52,  73.0,05 05 31,-57 28.3
NN 3331 ,05 04 42,-21 39.0,      ,     ,      ,M2          , 10.29, 1.52,  83.0,05 06 50,-21 35.1
NN 3332 ,05 04 41,-21 39.0,      ,     ,      ,M3:         , 11.66, 1.51,  83.0,05 06 49,-21 35.1
